"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Length;Characteristics:Guests;Characteristics:Cabins;Characteristics:Crew;Characteristics:Year;Weight;Length;Width;Height;Unit;Portion;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr";Url;Tabs:1;Tabs:2
987654321001;Azimut;;PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar'";"Experience unparalleled luxury aboard this meticulously maintained Azimut 70 Evolution. Select your preferred charter option below.";"Step aboard this magnificent Azimut 70 and discover the perfect blend of luxury and performance. Our charter team will create a customized experience based on your preferences.";;0;1;;;EfDrKkr2dRak;;70;8;4;2;2012;45000;70;19;20;PCE;1;"Azimut 70 'Drakkar' Luxury Yacht Charter | Miami";"Experience the ultimate luxury aboard this meticulously maintained 70ft Azimut Evolution featuring 4 staterooms, twin MAN 1360hp engines, and elite amenities.";"luxury yacht charter miami, azimut 70, private yacht rental";;;https://azureyachtgroup.com/yacht-charters/drakkar;"info|#|Specifications|#|<div style=""display:flex;flex-wrap:wrap;font-family:Arial,sans-serif""><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M16,13C15.71,13 15.38,13 15.03,13.05C16.19,13.89 17,15 17,16.5V19H23V16.5C23,14.17 18.33,13 16,13M8,13C5.67,13 1,14.17 1,16.5V19H15V16.5C15,14.17 10.33,13 8,13M8,11A3,3 0 0,0 11,8A3,3 0 0,0 8,5A3,3 0 0,0 5,8A3,3 0 0,0 8,11M16,11A3,3 0 0,0 19,8A3,3 0 0,0 16,5A3,3 0 0,0 13,8A3,3 0 0,0 16,11Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">GUESTS</div><div style=""font-size:28px;font-weight:bold"">8</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M19,7H5V14H3V5H1V20H3V17H21V20H23V11A4,4 0 0,0 19,7M7,13A3,3 0 0,0 10,10A3,3 0 0,0 7,7A3,3 0 0,0 4,10A3,3 0 0,0 7,13M17,13A3,3 0 0,0 20,10A3,3 0 0,0 17,7A3,3 0 0,0 14,10A3,3 0 0,0 17,13Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">CABINS</div><div style=""font-size:28px;font-weight:bold"">4</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M12,4A4,4 0 0,1 16,8A4,4 0 0,1 12,12A4,4 0 0,1 8,8A4,4 0 0,1 12,4M12,14C16.42,14 20,15.79 20,18V20H4V18C4,15.79 7.58,14 12,14Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">CREW</div><div style=""font-size:28px;font-weight:bold"">2</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M18,15H16V17H18M18,11H16V13H18M20,19H12V17H14V15H12V13H14V11H12V9H20M10,7H8V5H10M10,11H8V9H10M10,15H8V13H10M10,19H8V17H10M6,7H4V5H6M6,11H4V9H6M6,15H4V13H6M6,19H4V17H6M12,7V3H2V21H22V7H12Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">SHIPYARD</div><div style=""font-size:18px;font-weight:bold"">Azimut Yachts</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M21,9V8H13V7H21V6H13V5H20V4H13V3H20V2H12V10H21V9M21,15.69L19.37,13.43L21.66,12.59L22.62,14.43M10.94,15.5H13.94L14.94,16.5V18.92C14.94,20.33 10.94,20.33 10.94,18.92M1,22H14V21H1M5,19H7V17H5M9,19H11V17H9M13,19H15V17H13M17,19H19V17H17M21,19H23V17H21M1,14H5V16H1V20H11V16H8V14H15V13H1Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">MODEL</div><div style=""font-size:18px;font-weight:bold"">Azimut 70 Evolution</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M3,17H21V15H3V17M3,20H21V19H3V20M3,13H21V7H3V13Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">LENGTH</div><div style=""font-size:28px;font-weight:bold"">70</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M22.7,19L13.6,9.9C14.5,7.6 14,4.9 12.1,3C10.1,1 7.1,0.6 4.7,1.7L9,6L6,9L1.6,4.7C0.4,7.1 0.9,10.1 2.9,12.1C4.8,14 7.5,14.5 9.8,13.6L18.9,22.7C19.3,23.1 19.9,23.1 20.3,22.7L22.6,20.4C23.1,20 23.1,19.3 22.7,19Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">BUILD/REFIT</div><div style=""font-size:28px;font-weight:bold"">2012</div></div></div><div style=""flex:0 0 95%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M7,4V6H10V4H7M11,4V6H14V4H11M15,4V6H18V4H15M16,8V10H18V8H16M16,11V13H18V11H16M14,16V18H16V16H14M14,19V21H16V19H14M6,19V21H8V19H6M6,16V18H8V16H6M6,13V15H8V13H6M6,10V12H8V10H6M6,7V9H8V7H6M9,8V10H11V8H9M12,8V10H14V8H12M9,11V13H11V11H9M12,11V13H14V11H12M9,14V16H11V14H9M12,14V16H14V14H12M9,17V19H11V17H9M12,17V19H14V17H12M9,20V22H11V20H9M12,20V22H14V20H12M16,14V16H18V14H16M16,17V19H18V17H16M16,20V22H18V20H16M5,19H4V20H3V21H4V22H5V21H6V20H5V19"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">ENGINES</div><div style=""font-size:18px;font-weight:bold"">Twin MAN V12 CR 1360HP</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M18,10A1,1 0 0,1 17,9A1,1 0 0,1 18,8A1,1 0 0,1 19,9A1,1 0 0,1 18,10M12,10H6V5H12M19.77,7.23L19.78,7.22L16.06,3.5L15,4.56L17.11,6.67C16.17,7 15.5,7.93 15.5,9A2.5,2.5 0 0,0 18,11.5C18.36,11.5 18.69,11.42 19,11.29V18.5A1,1 0 0,1 18,19.5A1,1 0 0,1 17,18.5V14C17,12.89 16.1,12 15,12H14V5C14,3.89 13.1,3 12,3H6C4.89,3 4,3.89 4,5V21H14V13.5H15.5V18.5A2.5,2.5 0 0,0 18,21A2.5,2.5 0 0,0 20.5,18.5V9C20.5,8.31 20.22,7.68 19.77,7.23Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">FUEL TYPE</div><div style=""font-size:18px;font-weight:bold"">Diesel</div></div></div><div style=""flex:0 0 95%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M12,11.5A2.5,2.5 0 0,1 9.5,9A2.5,2.5 0 0,1 12,6.5A2.5,2.5 0 0,1 14.5,9A2.5,2.5 0 0,1 12,11.5M12,2A7,7 0 0,0 5,9C5,14.25 12,22 12,22C12,22 19,14.25 19,9A7,7 0 0,0 12,2Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">LOCATION</div><div style=""font-size:18px;font-weight:bold"">Miami, FL</div></div></div></div><div><h3>Charter Experience</h3><p>Charter durations and pricing are fully customizable based on your preferences. Select your preferred duration option below or request a custom quote tailored to your specific needs. Our charter manager will contact you to discuss your ideal itinerary, catering options, and special requirements.</p></div>";
987654321002;Azimut;"4 Hours";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - 4 Hour Charter";;;;4000;1;;;EfDrKkr2dRak;987654321001;;;;;;;;;;;PCE;;;;;;;;
987654321003;Azimut;"8 Hours";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - 8 Hour Charter";;;;7500;1;;;EfDrKkr2dRak;987654321001;;;;;;;;;;;PCE;;;;;;;;
987654321004;Azimut;"Weekly";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - Weekly Charter";;;;145000;1;;;EfDrKkr2dRak;987654321001;;;;;;;;;;;PCE;;;;;;;;
987654321005;Azimut;"Custom Request";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - Custom Charter";;;;0;1;;;EfDrKkr2dRak;987654321001;;;;;;;;;;;PCE;;;;;;;;

987654322001;Azimut;;PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose'";"Discover the perfect balance of comfort and performance aboard 'Alana Rose'. Choose from our charter options below.";"'Alana Rose' represents the pinnacle of mid-sized luxury yachting. Her sophisticated salon offers plush seating and entertainment systems with premium accommodations for your ideal charter experience.";;0;1;;;ALr8NaRs2e3b;;55;6;3;1;2015;32000;55;15;18;PCE;1;"Azimut 'Alana Rose' Luxury Yacht Charter | Miami";"Experience the elegance of 'Alana Rose', a beautiful 55ft Azimut yacht with 3 luxury cabins, perfect for unforgettable Miami charters.";"miami yacht rental, azimut yacht charter, luxury boat miami";;;https://azureyachtgroup.com/yacht-charters/alana-rose;"info|#|Specifications|#|<div style=""display:flex;flex-wrap:wrap;font-family:Arial,sans-serif""><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M16,13C15.71,13 15.38,13 15.03,13.05C16.19,13.89 17,15 17,16.5V19H23V16.5C23,14.17 18.33,13 16,13M8,13C5.67,13 1,14.17 1,16.5V19H15V16.5C15,14.17 10.33,13 8,13M8,11A3,3 0 0,0 11,8A3,3 0 0,0 8,5A3,3 0 0,0 5,8A3,3 0 0,0 8,11M16,11A3,3 0 0,0 19,8A3,3 0 0,0 16,5A3,3 0 0,0 13,8A3,3 0 0,0 16,11Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">GUESTS</div><div style=""font-size:28px;font-weight:bold"">6</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M19,7H5V14H3V5H1V20H3V17H21V20H23V11A4,4 0 0,0 19,7M7,13A3,3 0 0,0 10,10A3,3 0 0,0 7,7A3,3 0 0,0 4,10A3,3 0 0,0 7,13M17,13A3,3 0 0,0 20,10A3,3 0 0,0 17,7A3,3 0 0,0 14,10A3,3 0 0,0 17,13Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">CABINS</div><div style=""font-size:28px;font-weight:bold"">3</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M12,4A4,4 0 0,1 16,8A4,4 0 0,1 12,12A4,4 0 0,1 8,8A4,4 0 0,1 12,4M12,14C16.42,14 20,15.79 20,18V20H4V18C4,15.79 7.58,14 12,14Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">CREW</div><div style=""font-size:28px;font-weight:bold"">1</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M18,15H16V17H18M18,11H16V13H18M20,19H12V17H14V15H12V13H14V11H12V9H20M10,7H8V5H10M10,11H8V9H10M10,15H8V13H10M10,19H8V17H10M6,7H4V5H6M6,11H4V9H6M6,15H4V13H6M6,19H4V17H6M12,7V3H2V21H22V7H12Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">SHIPYARD</div><div style=""font-size:18px;font-weight:bold"">Azimut Yachts</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M21,9V8H13V7H21V6H13V5H20V4H13V3H20V2H12V10H21V9M21,15.69L19.37,13.43L21.66,12.59L22.62,14.43M10.94,15.5H13.94L14.94,16.5V18.92C14.94,20.33 10.94,20.33 10.94,18.92M1,22H14V21H1M5,19H7V17H5M9,19H11V17H9M13,19H15V17H13M17,19H19V17H17M21,19H23V17H21M1,14H5V16H1V20H11V16H8V14H15V13H1Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">MODEL</div><div style=""font-size:18px;font-weight:bold"">Azimut 55</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M3,17H21V15H3V17M3,20H21V19H3V20M3,13H21V7H3V13Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">LENGTH</div><div style=""font-size:28px;font-weight:bold"">55</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M22.7,19L13.6,9.9C14.5,7.6 14,4.9 12.1,3C10.1,1 7.1,0.6 4.7,1.7L9,6L6,9L1.6,4.7C0.4,7.1 0.9,10.1 2.9,12.1C4.8,14 7.5,14.5 9.8,13.6L18.9,22.7C19.3,23.1 19.9,23.1 20.3,22.7L22.6,20.4C23.1,20 23.1,19.3 22.7,19Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">BUILD/REFIT</div><div style=""font-size:28px;font-weight:bold"">2015</div></div></div><div style=""flex:0 0 95%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M7,4V6H10V4H7M11,4V6H14V4H11M15,4V6H18V4H15M16,8V10H18V8H16M16,11V13H18V11H16M14,16V18H16V16H14M14,19V21H16V19H14M6,19V21H8V19H6M6,16V18H8V16H6M6,13V15H8V13H6M6,10V12H8V10H6M6,7V9H8V7H6M9,8V10H11V8H9M12,8V10H14V8H12M9,11V13H11V11H9M12,11V13H14V11H12M9,14V16H11V14H9M12,14V16H14V14H12M9,17V19H11V17H9M12,17V19H14V17H12M9,20V22H11V20H9M12,20V22H14V20H12M16,14V16H18V14H16M16,17V19H18V17H16M16,20V22H18V20H16M5,19H4V20H3V21H4V22H5V21H6V20H5V19"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">ENGINES</div><div style=""font-size:18px;font-weight:bold"">Twin Volvo Penta 800HP</div></div></div><div style=""flex:0 0 48%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M18,10A1,1 0 0,1 17,9A1,1 0 0,1 18,8A1,1 0 0,1 19,9A1,1 0 0,1 18,10M12,10H6V5H12M19.77,7.23L19.78,7.22L16.06,3.5L15,4.56L17.11,6.67C16.17,7 15.5,7.93 15.5,9A2.5,2.5 0 0,0 18,11.5C18.36,11.5 18.69,11.42 19,11.29V18.5A1,1 0 0,1 18,19.5A1,1 0 0,1 17,18.5V14C17,12.89 16.1,12 15,12H14V5C14,3.89 13.1,3 12,3H6C4.89,3 4,3.89 4,5V21H14V13.5H15.5V18.5A2.5,2.5 0 0,0 18,21A2.5,2.5 0 0,0 20.5,18.5V9C20.5,8.31 20.22,7.68 19.77,7.23Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">FUEL TYPE</div><div style=""font-size:18px;font-weight:bold"">Diesel</div></div></div><div style=""flex:0 0 95%;margin-bottom:20px;display:flex;align-items:center""><div style=""width:50px;height:50px;border-radius:50%;background:#f5f5f5;display:flex;align-items:center;justify-content:center;margin-right:15px""><svg width=""24"" height=""24"" viewBox=""0 0 24 24""><path d=""M12,11.5A2.5,2.5 0 0,1 9.5,9A2.5,2.5 0 0,1 12,6.5A2.5,2.5 0 0,1 14.5,9A2.5,2.5 0 0,1 12,11.5M12,2A7,7 0 0,0 5,9C5,14.25 12,22 12,22C12,22 19,14.25 19,9A7,7 0 0,0 12,2Z"" fill=""#666""/></svg></div><div><div style=""color:#999;font-size:14px"">LOCATION</div><div style=""font-size:18px;font-weight:bold"">Miami, FL</div></div></div></div><div><h3>Charter Experience</h3><p>Choose from our available charter options below or contact us for a personalized experience. Our team will work with you to create your ideal day on the water with the perfect itinerary.</p></div>";
987654322002;Azimut;"4 Hours";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - 4 Hour Charter";;;;3000;1;;;ALr8NaRs2e3b;987654322001;;;;;;;;;;;PCE;;;;;;;;
987654322003;Azimut;"8 Hours";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - 8 Hour Charter";;;;6000;1;;;ALr8NaRs2e3b;987654322001;;;;;;;;;;;PCE;;;;;;;;
987654322004;Azimut;"Weekly";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - Weekly Charter";;;;89500;1;;;ALr8NaRs2e3b;987654322001;;;;;;;;;;;PCE;;;;;;;;
