"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Characteristics:Length;Characteristics:Guests;Characteristics:Cabins;Characteristics:Crew;Characteristics:Year;Weight;Length;Width;Height;Unit;Portion;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr"
987654321001;Azimut;"Azimut 70";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar'";"Length: 70ft | Guests: 8 | Cabins: 4<br />Experience unparalleled luxury aboard this meticulously maintained Azimut 70 Evolution.";"Step aboard this magnificent Azimut 70 and discover the perfect blend of luxury and performance. Featuring a sophisticated interior with premium finishes, expansive salon with panoramic windows, gourmet galley, and sumptuous master suite. The spacious flybridge offers alfresco dining, wet bar, and sun loungers. Twin MAN V12 engines deliver exhilarating performance while maintaining exceptional comfort.";https://static.tildacdn.com/tild3933-3162-4330-b464-653831623135/yacht1.jpg;0;1;0;;"Charter Duration:4 Hours=+4000,8 Hours=+7500,Weekly=+145000,Custom Request=+0";"EfDrKkr2dRak";"";70;8;4;2;2012;45000;70;19;20;PCE;1;"Azimut 70 'Drakkar' Luxury Yacht Charter | Miami";"Experience the ultimate luxury aboard this meticulously maintained 70ft Azimut Evolution featuring 4 staterooms, twin MAN 1360hp engines, and elite amenities.";"luxury yacht charter miami, azimut 70, private yacht rental";;
987654321002;Azimut;"AZ70-4H";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - 4 Hour Charter";"Length: 70ft | Guests: 8 | Cabins: 4";"Enjoy a 4-hour charter experience aboard this magnificent Azimut 70 'Drakkar'.";https://static.tildacdn.com/tild3933-3162-4330-b464-653831623135/yacht1.jpg;4000;1;0;;"Charter Duration:4 Hours";"EfDrKkr2dRak";987654321001;70;8;4;2;2012;45000;70;19;20;PCE;1;"";"";"";""
987654321003;Azimut;"AZ70-8H";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - 8 Hour Charter";"Length: 70ft | Guests: 8 | Cabins: 4";"Experience a full-day 8-hour charter aboard the luxurious Azimut 70 'Drakkar'.";https://static.tildacdn.com/tild3933-3162-4330-b464-653831623135/yacht1.jpg;7500;1;0;;"Charter Duration:8 Hours";"EfDrKkr2dRak";987654321001;70;8;4;2;2012;45000;70;19;20;PCE;1;"";"";"";""
987654321004;Azimut;"AZ70-WEEK";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - Weekly Charter";"Length: 70ft | Guests: 8 | Cabins: 4";"Indulge in the ultimate yachting experience with a weekly charter aboard the Azimut 70 'Drakkar'.";https://static.tildacdn.com/tild3933-3162-4330-b464-653831623135/yacht1.jpg;145000;1;0;;"Charter Duration:Weekly";"EfDrKkr2dRak";987654321001;70;8;4;2;2012;45000;70;19;20;PCE;1;"";"";"";""
987654321005;Azimut;"AZ70-CUSTOM";PREMIUM;"Motor Yachts;Yacht Charters;Featured Yachts";"Azimut 70 'Drakkar' - Custom Charter";"Length: 70ft | Guests: 8 | Cabins: 4";"Create a tailored charter experience aboard the Azimut 70 'Drakkar' designed specifically to your preferences.";https://static.tildacdn.com/tild3933-3162-4330-b464-653831623135/yacht1.jpg;0;1;0;;"Charter Duration:Custom Request";"EfDrKkr2dRak";987654321001;70;8;4;2;2012;45000;70;19;20;PCE;1;"";"";"";""

987654322001;Azimut;"Azimut 55";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose'";"Length: 55ft | Guests: 6 | Cabins: 3<br />Discover the perfect balance of comfort and performance aboard 'Alana Rose'.";"'Alana Rose' represents the pinnacle of mid-sized luxury yachting. Her sophisticated salon offers plush seating and entertainment systems, while the expertly designed galley serves delicious meals to be enjoyed in the formal dining area or alfresco on the aft deck. The three well-appointed cabins provide comfortable accommodations with premium linens and en-suite facilities.";https://static.tildacdn.com/tild3264-3837-4331-b833-323538633239/yacht2.jpg;0;1;0;;"Charter Duration:4 Hours=+3000,8 Hours=+6000,Weekly=+89500,Custom Request=+0";"ALr8NaRs2e3b";"";55;6;3;1;2015;32000;55;15;18;PCE;1;"Azimut 'Alana Rose' Luxury Yacht Charter | Miami";"Experience the elegance of 'Alana Rose', a beautiful 55ft Azimut yacht with 3 luxury cabins, perfect for unforgettable Miami charters.";"miami yacht rental, azimut yacht charter, luxury boat miami";;
987654322002;Azimut;"AZ55-4H";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - 4 Hour Charter";"Length: 55ft | Guests: 6 | Cabins: 3";"Experience a 4-hour charter adventure aboard the elegant Azimut 'Alana Rose'.";https://static.tildacdn.com/tild3264-3837-4331-b833-323538633239/yacht2.jpg;3000;1;0;;"Charter Duration:4 Hours";"ALr8NaRs2e3b";987654322001;55;6;3;1;2015;32000;55;15;18;PCE;1;"";"";"";""
987654322003;Azimut;"AZ55-8H";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - 8 Hour Charter";"Length: 55ft | Guests: 6 | Cabins: 3";"Enjoy a full-day 8-hour charter experience aboard the beautiful Azimut 'Alana Rose'.";https://static.tildacdn.com/tild3264-3837-4331-b833-323538633239/yacht2.jpg;6000;1;0;;"Charter Duration:8 Hours";"ALr8NaRs2e3b";987654322001;55;6;3;1;2015;32000;55;15;18;PCE;1;"";"";"";""
987654322004;Azimut;"AZ55-WEEK";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - Weekly Charter";"Length: 55ft | Guests: 6 | Cabins: 3";"Embark on a week-long charter adventure aboard the luxurious Azimut 'Alana Rose'.";https://static.tildacdn.com/tild3264-3837-4331-b833-323538633239/yacht2.jpg;89500;1;0;;"Charter Duration:Weekly";"ALr8NaRs2e3b";987654322001;55;6;3;1;2015;32000;55;15;18;PCE;1;"";"";"";""
987654322005;Azimut;"AZ55-CUSTOM";PREMIUM;"Motor Yachts;Yacht Charters";"Azimut 'Alana Rose' - Custom Charter";"Length: 55ft | Guests: 6 | Cabins: 3";"Design your perfect charter experience aboard the Azimut 'Alana Rose' with a custom itinerary tailored to your preferences.";https://static.tildacdn.com/tild3264-3837-4331-b833-323538633239/yacht2.jpg;0;1;0;;"Charter Duration:Custom Request";"ALr8NaRs2e3b";987654322001;55;6;3;1;2015;32000;55;15;18;PCE;1;"";"";"";"" 
